Player,Nation,Pos,Age,MP,Starts,Min,Gls,Ast,PK,CrdY,CrdR,xG,npxG,Team,total_points,clean_sheets,saves,bonus,influence,creativity,threat,price,selected_by_percent,form,points_per_game
Nectarios Triantis,,MID,,,,0,0,0,,0,0,,,Sunderland,0,0,0,0,0.0,0.0,0.0,4.4,0.1,0.0,0.0
Wilson Isidor,,FWD,,,,235,3,0,,0,0,,,Sunderland,25,1,0,6,107.4,2.3,118.0,5.5,1.6,6.3,5.0
Eliezer Mayenda Dossou,,FWD,,,,211,1,0,,0,0,,,Sunderland,13,2,0,2,46.4,13.1,45.0,5.5,1.3,1.0,3.2
Ahmed Abdullahi,,FWD,,,,0,0,0,,0,0,,,Sunderland,0,0,0,0,0.0,0.0,0.0,4.4,0.4,0.0,0.0
Luís Hemir Silva Semedo,,FWD,,,,0,0,0,,0,0,,,Sunderland,0,0,0,0,0.0,0.0,0.0,4.4,0.2,0.0,0.0
Nazarii Rusyn,,FWD,,,,0,0,0,,0,0,,,Sunderland,0,0,0,0,0.0,0.0,0.0,4.4,0.1,0.0,0.0
Granit Xhaka,,MID,,,,450,0,2,,2,0,,,Sunderland,20,2,0,0,119.6,108.0,14.0,5.0,2.9,4.3,4.0
Robin Roefs,,GKP,,,,450,0,0,,1,0,,,Sunderland,29,2,14,4,131.0,0.0,0.0,4.5,2.3,6.7,5.8
Arthur Masuaku,,DEF,,,,10,0,0,,0,0,,,Sunderland,1,0,0,0,2.0,0.1,0.0,4.0,0.6,0.3,1.0
Omar Alderete,,DEF,,,,397,0,1,,0,0,,,Sunderland,22,1,0,1,133.8,22.0,42.0,4.0,1.9,5.7,4.4
Nordi Mukiele,,DEF,,,,270,0,0,,0,0,,,Sunderland,18,1,0,2,86.8,42.1,18.0,4.0,0.9,6.0,6.0
Lutsharel Geertruida,,DEF,,,,15,0,0,,0,0,,,Sunderland,2,0,0,0,7.0,0.0,0.0,4.5,0.0,1.0,1.0
Brian Brobbey,,FWD,,,,21,0,0,,0,0,,,Sunderland,1,0,0,0,1.0,0.1,0.0,5.5,0.1,0.5,1.0
Bertrand Traoré,,MID,,,,0,0,0,,0,0,,,Sunderland,0,0,0,0,0.0,0.0,0.0,5.5,0.0,0.0,0.0
Guglielmo Vicario,,GKP,,,,450,0,0,,0,0,,,Spurs,30,3,19,5,150.0,0.1,0.0,5.1,11.9,4.0,6.0
Brandon Austin,,GKP,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,4.0,0.3,0.0,0.0
Antonín Kinský,,GKP,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,4.0,1.5,0.0,0.0
Pedro Porro Sauceda,,DEF,,,,428,0,0,,1,0,,,Spurs,22,3,0,0,97.4,140.3,19.0,5.6,24.5,3.7,4.4
Cristian Romero,,DEF,,,,450,0,1,,2,0,,,Spurs,29,3,0,3,126.0,26.5,43.0,5.1,7.0,5.3,5.8
Kevin Danso,,DEF,,,,11,0,0,,0,0,,,Spurs,2,0,0,0,6.2,0.8,0.0,4.3,0.2,0.3,1.0
Ben Davies,,DEF,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,4.4,0.1,0.0,0.0
Radu Drăgușin,,DEF,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
Djed Spence,,DEF,,,,341,0,0,,2,0,,,Spurs,19,3,0,0,41.8,31.8,26.0,4.5,2.4,2.3,3.8
Destiny Udogie,,DEF,,,,128,0,0,,0,0,,,Spurs,3,0,0,0,21.4,29.2,28.0,4.4,0.5,1.0,1.0
Micky van de Ven,,DEF,,,,439,1,0,,1,0,,,Spurs,28,3,0,2,106.8,17.1,39.0,4.7,33.3,5.3,5.6
Ashley Phillips,,DEF,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Takai Kōta,,DEF,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,4.0,0.1,0.0,0.0
Luka Vušković,,DEF,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,3.9,0.6,0.0,0.0
Son Heung-min,,MID,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,8.5,0.1,0.0,0.0
Brennan Johnson,,MID,,,,237,2,0,,1,0,,,Spurs,20,2,0,2,87.0,44.8,50.0,7.0,7.0,1.0,4.0
James Maddison,,MID,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,6.9,0.1,0.0,0.0
Mohammed Kudus,,MID,,,,439,0,4,,1,0,,,Spurs,25,3,0,1,106.8,178.9,77.0,6.6,31.7,4.0,5.0
Dejan Kulusevski,,MID,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,6.4,0.0,0.0,0.0
Mathys Tel,,MID,,,,97,0,0,,0,0,,,Spurs,5,1,0,0,5.4,3.4,9.0,6.3,0.1,1.3,1.7
Rodrigo Bentancur,,MID,,,,259,0,0,,0,0,,,Spurs,8,1,0,0,34.2,45.3,10.0,5.4,0.1,1.3,2.0
Lucas Bergvall,,MID,,,,286,1,1,,0,0,,,Spurs,20,2,0,0,86.4,34.2,81.0,5.4,0.5,5.3,4.0
Yves Bissouma,,MID,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,5.3,0.1,0.0,0.0
Wilson Odobert,,MID,,,,140,0,0,,0,0,,,Spurs,6,0,0,0,8.8,23.2,41.0,5.3,0.0,1.3,1.2
Manor Solomon,,MID,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,5.4,0.0,0.0,0.0
Bryan Gil Salvatierra,,MID,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,4.9,0.0,0.0,0.0
Archie Gray,,MID,,,,71,0,0,,0,0,,,Spurs,4,1,0,0,6.0,13.2,2.0,4.9,0.1,0.3,2.0
Mikey Moore,,MID,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Pape Matar Sarr,,MID,,,,345,1,1,,0,0,,,Spurs,19,3,0,0,81.2,25.5,68.0,5.0,3.1,3.3,4.8
Yang Min-hyeok,,MID,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
Callum Olusesi,,MID,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,4.4,0.2,0.0,0.0
Dominic Solanke-Mitchell,,FWD,,,,31,0,0,,0,0,,,Spurs,2,0,0,0,6.0,0.3,25.0,7.2,1.3,0.0,1.0
Richarlison de Andrade,,FWD,,,,347,3,1,,1,0,,,Spurs,29,2,0,6,141.4,48.3,190.0,6.7,14.2,4.0,5.8
Will Lankshear,,FWD,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
Dane Scarlett,,FWD,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,4.4,0.7,0.0,0.0
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,,MID,,,,333,1,0,,0,0,,,Spurs,20,2,0,3,92.8,13.8,39.0,5.5,0.8,2.7,4.0
Xavi Simons,,MID,,,,99,0,1,,0,0,,,Spurs,7,1,0,0,21.6,32.0,25.0,7.1,3.7,3.5,3.5
Randal Kolo Muani,,FWD,,,,0,0,0,,0,0,,,Spurs,0,0,0,0,0.0,0.0,0.0,7.0,0.3,0.0,0.0
Igor Julio dos Santos de Paulo,,DEF,,,,0,0,0,,0,0,,,West Ham,0,0,0,0,0.0,0.0,0.0,4.5,0.1,0.0,0.0
Alphonse Areola,,GKP,,,,90,0,0,,0,0,,,West Ham,1,0,1,0,13.2,0.0,0.0,4.4,2.5,0.3,1.0
Wes Foderingham,,GKP,,,,0,0,0,,0,0,,,West Ham,0,0,0,0,0.0,0.0,0.0,4.0,0.4,0.0,0.0
Krisztián Hegyi,,GKP,,,,0,0,0,,0,0,,,West Ham,0,0,0,0,0.0,0.0,0.0,4.0,0.2,0.0,0.0
El Hadji Malick Diouf,,DEF,,,,450,0,3,,1,0,,,West Ham,18,1,0,1,125.6,102.9,37.0,4.4,4.3,4.7,3.6
Emerson Palmieri dos Santos,,DEF,,,,0,0,0,,0,0,,,West Ham,0,0,0,0,0.0,0.0,0.0,4.4,0.1,0.0,0.0
Maximilian Kilman,,DEF,,,,450,0,0,,2,0,,,West Ham,9,1,0,0,99.8,18.1,14.0,4.4,0.2,3.0,1.8
Konstantinos Mavropanos,,DEF,,,,270,0,0,,0,0,,,West Ham,12,1,0,0,68.6,1.6,39.0,4.4,0.1,4.0,4.0
Nayef Aguerd,,DEF,,,,180,0,0,,0,0,,,West Ham,3,0,0,0,39.0,3.9,8.0,4.4,0.1,0.0,1.5
Ollie Scarles,,DEF,,,,0,0,0,,0,0,,,West Ham,0,0,0,0,0.0,0.0,0.0,4.4,0.0,0.0,0.0
Jean-Clair Todibo,,DEF,,,,126,0,0,,0,0,,,West Ham,1,0,0,0,25.2,3.4,0.0,4.4,0.1,0.0,0.5
Aaron Wan-Bissaka,,DEF,,,,180,0,0,,0,0,,,West Ham,1,0,0,0,34.8,44.5,8.0,4.3,9.8,0.0,0.5
Kaelan Casey,,DEF,,,,0,0,0,,0,0,,,West Ham,0,0,0,0,0.0,0.0,0.0,4.0,0.1,0.0,0.0
Lucas Tolentino Coelho de Lima,,MID,,,,427,2,0,,1,0,,,West Ham,24,1,0,2,133.6,109.0,75.0,5.9,3.7,4.3,4.8
Tomáš Souček,,MID,,,,231,0,0,,0,1,,,West Ham,4,1,0,0,38.0,3.7,58.0,5.7,0.3,0.3,1.0
James Ward-Prowse,,MID,,,,414,0,0,,0,0,,,West Ham,11,1,0,0,56.6,176.3,6.0,5.8,0.3,2.3,2.2
Crysencio Summerville,,MID,,,,145,0,2,,0,0,,,West Ham,11,0,0,0,33.4,25.0,10.0,5.5,0.1,3.7,3.7
Edson Álvarez Velázquez,,MID,,,,0,0,0,,0,0,,,West Ham,0,0,0,0,0.0,0.0,0.0,4.9,0.1,0.0,0.0
Maxwel Cornet,,MID,,,,0,0,0,,0,0,,,West Ham,0,0,0,0,0.0,0.0,0.0,4.9,0.0,0.0,0.0
Guido Rodríguez,,MID,,,,70,0,0,,0,0,,,West Ham,2,0,0,0,2.2,2.3,2.0,4.9,0.0,0.0,2.0
Luis Guilherme Lira dos Santos,,MID,,,,41,0,0,,0,0,,,West Ham,2,0,0,0,1.4,0.0,4.0,4.9,0.0,0.7,1.0
George Earthy,,MID,,,,0,0,0,,0,0,,,West Ham,0,0,0,0,0.0,0.0,0.0,4.5,0.1,0.0,0.0
Andy Irving,,MID,,,,24,0,0,,0,0,,,West Ham,3,0,0,0,14.8,17.2,0.0,4.4,0.3,0.7,1.0
Lewis Orford,,MID,,,,0,0,0,,0,0,,,West Ham,0,0,0,0,0.0,0.0,0.0,4.4,0.1,0.0,0.0
Freddie Potts,,MID,,,,45,0,0,,0,0,,,West Ham,1,0,0,0,6.2,2.2,2.0,4.4,0.7,0.0,1.0
Jarrod Bowen,,FWD,,,,450,2,0,,0,0,,,West Ham,24,1,0,6,123.8,83.9,135.0,7.7,6.4,6.7,4.8
Niclas Füllkrug,,FWD,,,,229,0,0,,0,0,,,West Ham,6,1,0,0,8.0,36.9,69.0,5.7,1.1,1.0,1.5
Callum Marshall,,FWD,,,,0,0,0,,0,0,,,West Ham,0,0,0,0,0.0,0.0,0.0,4.4,0.7,0.0,0.0
Kyle Walker-Peters,,DEF,,,,290,0,0,,0,0,,,West Ham,9,1,0,0,45.8,22.5,32.0,4.4,0.4,2.7,2.2
Callum Wilson,,FWD,,,,170,1,0,,0,0,,,West Ham,11,0,0,2,50.8,13.5,82.0,5.9,0.5,3.0,2.2
Mads Hermansen,,GKP,,,,360,0,0,,0,0,,,West Ham,9,1,9,0,84.8,0.0,0.0,4.5,0.3,2.7,2.2
Mateus Gonçalo Espanha Fernandes,,MID,,,,218,0,0,,0,0,,,West Ham,7,1,0,0,26.0,59.5,8.0,5.5,0.0,2.3,2.3
Soungoutou Magassa,,MID,,,,41,0,0,,0,0,,,West Ham,2,0,0,0,9.6,1.7,0.0,5.0,0.0,1.0,1.0
Lukasz Fabianski,,GKP,,,,0,0,0,,0,0,,,West Ham,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
Sam Johnstone,,GKP,,,,90,0,0,,0,0,,,Wolves,3,0,3,0,31.2,0.0,0.0,4.5,0.1,1.0,3.0
José Malheiro de Sá,,GKP,,,,360,0,0,,0,0,,,Wolves,5,0,5,0,44.0,10.0,0.0,4.5,1.6,0.7,1.2
Daniel Bentley,,GKP,,,,0,0,0,,0,0,,,Wolves,0,0,0,0,0.0,0.0,0.0,4.0,0.7,0.0,0.0
Emmanuel Agbadou,,DEF,,,,450,0,0,,0,0,,,Wolves,12,0,0,0,141.0,38.6,39.0,4.5,0.4,2.7,2.4
Matt Doherty,,DEF,,,,180,0,0,,2,0,,,Wolves,0,0,0,0,29.0,7.7,0.0,4.4,0.1,0.0,0.0
Hugo Bueno López,,DEF,,,,272,0,0,,1,0,,,Wolves,7,0,0,0,81.6,132.6,33.0,4.4,0.1,2.0,1.4
Yerson Mosquera Valdelamar,,DEF,,,,136,0,0,,0,0,,,Wolves,3,0,0,0,19.2,0.5,21.0,4.4,0.1,1.0,1.5
Rodrigo Martins Gomes,,DEF,,,,165,1,0,,0,0,,,Wolves,10,0,0,0,51.8,19.8,64.0,4.5,0.1,3.0,2.5
Santiago Ignacio Bueno,,DEF,,,,124,0,0,,0,0,,,Wolves,4,0,0,0,33.8,19.4,2.0,4.4,0.0,1.0,2.0
Toti Gomes,,DEF,,,,389,0,0,,0,1,,,Wolves,4,0,0,0,74.6,26.5,27.0,4.4,0.1,2.0,0.8
Ki-Jana Hoever,,DEF,,,,106,0,0,,0,0,,,Wolves,2,0,0,0,22.8,34.2,2.0,4.0,1.3,0.0,1.0
Bastien Meupiyou Menadjou,,DEF,,,,0,0,0,,0,0,,,Wolves,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Pedro Cardoso de Lima,,DEF,,,,0,0,0,,0,0,,,Wolves,0,0,0,0,0.0,0.0,0.0,4.0,0.7,0.0,0.0
Alfie Pond,,DEF,,,,0,0,0,,0,0,,,Wolves,0,0,0,0,0.0,0.0,0.0,4.0,1.1,0.0,0.0
Hwang Hee-chan,,MID,,,,171,1,0,,0,0,,,Wolves,11,0,0,0,38.8,11.7,45.0,5.9,0.2,3.0,2.8
André Trindade da Costa Neto,,MID,,,,262,0,0,,1,0,,,Wolves,9,0,0,0,30.6,12.5,2.0,5.4,0.1,1.3,1.8
Jean-Ricner Bellegarde,,MID,,,,212,0,0,,0,0,,,Wolves,6,0,0,0,18.2,53.6,20.0,5.4,0.1,1.0,1.2
Fer López González,,MID,,,,102,0,1,,1,0,,,Wolves,6,0,0,0,27.0,50.7,25.0,5.4,0.0,1.7,1.5
João Victor Gomes da Silva,,MID,,,,450,0,0,,2,0,,,Wolves,12,0,0,0,71.4,62.6,21.0,5.4,0.1,3.0,2.4
Gonçalo Manuel Ganchinho Guedes,,MID,,,,0,0,0,,0,0,,,Wolves,0,0,0,0,0.0,0.0,0.0,5.5,0.0,0.0,0.0
Marshall Munetsi,,MID,,,,339,0,1,,1,0,,,Wolves,10,0,0,0,40.0,36.7,53.0,5.5,0.0,2.0,2.0
Boubacar Traoré,,MID,,,,0,0,0,,0,0,,,Wolves,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Tawanda Chirewa,,MID,,,,0,0,0,,0,0,,,Wolves,0,0,0,0,0.0,0.0,0.0,4.4,0.3,0.0,0.0
Tom Edozie,,MID,,,,0,0,0,,0,0,,,Wolves,0,0,0,0,0.0,0.0,0.0,4.4,0.4,0.0,0.0
Enso González Medina,,MID,,,,0,0,0,,0,0,,,Wolves,0,0,0,0,0.0,0.0,0.0,4.4,1.7,0.0,0.0
Joe Hodge,,MID,,,,0,0,0,,0,0,,,Wolves,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
Jørgen Strand Larsen,,FWD,,,,203,0,0,,0,0,,,Wolves,5,0,0,0,14.2,7.7,78.0,6.4,1.6,0.3,1.7
Fábio Soares Silva,,FWD,,,,0,0,0,,0,0,,,Wolves,0,0,0,0,0.0,0.0,0.0,4.9,0.3,0.0,0.0
Saša Kalajdžić,,FWD,,,,14,0,0,,0,0,,,Wolves,1,0,0,0,1.0,4.3,2.0,4.9,0.1,0.3,1.0
Leon Chiwome,,FWD,,,,0,0,0,,0,0,,,Wolves,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
Nathan Fraser,,FWD,,,,0,0,0,,0,0,,,Wolves,0,0,0,0,0.0,0.0,0.0,4.4,2.3,0.0,0.0
Jhon Arias,,MID,,,,177,0,0,,0,0,,,Wolves,6,0,0,0,30.2,48.5,36.0,5.3,0.3,1.3,1.2
David Møller Wolfe,,DEF,,,,131,0,1,,0,0,,,Wolves,6,0,0,0,30.6,16.1,4.0,4.5,0.1,1.3,2.0
Jackson Tchatchoua,,DEF,,,,220,0,0,,0,0,,,Wolves,4,0,0,0,41.8,55.1,14.0,4.5,0.0,1.0,1.0
Ladislav Krejcí,,DEF,,,,180,1,0,,1,0,,,Wolves,8,0,0,0,57.6,29.2,17.0,4.5,0.0,2.7,4.0
Tolu Arokodare,,FWD,,,,155,0,0,,0,0,,,Wolves,4,0,0,0,9.4,14.8,51.0,5.5,0.1,2.0,2.0
